seq,el_1,el_2,el_3
4957,1,23855,[23855]
4958,1,23856,[23856]
4959,1,23857,[23857]
4960,1,23858,[23858]
4961,1,23859,[23859]
4962,1,23860,[23860]
4963,1,23861,[23861]
4964,1,23862,[23862]
4965,1,23863,[23863]
4966,1,23864,[23864]
4967,1,23865,[23865]
4968,1,23866,[23866]
4969,1,23867,[23867]
4970,1,23868,[23868]
4971,1,23869,[23869]
4972,1,23870,[23870]
4973,1,23871,[23871]
4974,1,23872,[23872]
4975,1,23873,[23873]
4976,1,23874,[23874]
4977,1,23875,[23875]
4978,1,23876,[23876]
4979,1,23877,[23877]
4980,1,23878,[23878]
4981,1,23879,[23879]
4982,1,23880,[23880]
4983,1,23881,[23881]
4984,1,23882,[23882]
4985,1,23883,[23883]
4986,1,23884,[23884]
4987,1,23885,[23885]
4988,1,23886,[23886]
4989,1,23887,[23887]
4990,1,23888,[23888]
4991,1,23889,[23889]
4992,1,23890,[23890]
4993,1,23891,[23891]
4994,1,23892,[23892]
4995,1,23893,[23893]
4996,1,23894,[23894]
4997,1,23895,[23895]
4998,1,23896,[23896]
4999,1,23897,[23897]
5000,1,23898,[23898]
5001,1,23899,[23899]
5002,1,23900,[23900]
5003,1,23901,[23901]
5004,1,23902,[23902]
5005,1,23903,[23903]
5006,1,23904,[23904]
5007,1,23905,[23905]
5008,1,23906,[23906]
5009,1,23907,[23907]
5010,1,23908,[23908]
5011,1,23909,[23909]
5012,1,23910,[23910]
5013,1,23911,[23911]
5014,1,23912,[23912]
5015,1,23913,[23913]
5016,1,23914,[23914]
5017,1,23915,[23915]
5018,1,23916,[23916]
5019,1,23917,[23917]
5020,1,23918,[23918]
5021,1,23919,[23919]
5022,1,23920,[23920]
5023,1,23921,[23921]
5024,1,23922,[23922]
5025,1,23923,[23923]
5026,1,23924,[23924]
5027,1,23925,[23925]
5028,1,23926,[23926]
5029,1,23927,[23927]
5030,1,23928,[23928]
5031,1,23929,[23929]
5032,1,23930,[23930]
5033,1,23931,[23931]
5034,1,23932,[23932]
5035,1,23933,[23933]
5036,1,23934,[23934]
5037,1,23935,[23935]
5038,1,23936,[23936]
5039,1,23937,[23937]
5040,1,23938,[23938]
5041,1,23939,[23939]
5042,1,23940,[23940]
5043,1,23941,[23941]
5044,1,23942,[23942]
5045,1,23943,[23943]
5046,1,23944,[23944]
5047,1,23945,[23945]
5048,1,23946,[23946]
5049,1,23947,[23947]
5050,1,23948,[23948]
5051,1,23949,[23949]
5052,1,23950,[23950]
5053,1,23951,[23951]
5054,1,23952,[23952]
5055,1,23953,[23953]
5056,1,23954,[23954]
5057,1,23955,[23955]
5058,1,23956,[23956]
5059,1,23957,[23957]
5060,1,23958,[23958]
5061,1,23959,[23959]
5062,1,23960,[23960]
5063,1,23961,[23961]
5064,1,23962,[23962]
5065,1,23963,[23963]
5066,1,23964,[23964]
5067,1,23965,[23965]
5068,1,23966,[23966]
5069,1,23967,[23967]
5070,1,23968,[23968]
5071,1,23969,[23969]
5072,1,23970,[23970]
5073,1,23971,[23971]
5074,1,23972,[23972]
5075,1,23973,[23973]
5076,1,23974,[23974]
5077,1,23975,[23975]
5078,1,23976,[23976]
5079,1,23977,[23977]
5080,1,23978,[23978]
5081,1,23979,[23979]
5082,1,23980,[23980]
5083,1,23981,[23981]
5084,1,23982,[23982]
5085,1,23983,[23983]
5086,1,23984,[23984]
5087,1,23985,[23985]
5088,1,23986,[23986]
5089,1,23987,[23987]
5090,1,23988,[23988]
5091,1,23989,[23989]
5092,1,23990,[23990]
5093,1,23991,[23991]
5094,1,23992,[23992]
5095,1,23993,[23993]
5096,1,23994,[23994]
5097,1,23995,[23995]
5098,1,23996,[23996]
5099,1,23997,[23997]
5100,1,23998,[23998]
5101,1,23999,[23999]
5102,1,24000,[24000]
5103,1,24001,[24001]
5104,1,24002,[24002]
5105,1,24003,[24003]
5106,1,24004,[24004]
5107,1,24005,[24005]
5108,1,24006,[24006]
5109,1,24007,[24007]
5110,1,24008,[24008]
5111,1,24009,[24009]
5112,1,24010,[24010]
5113,1,24011,[24011]
5114,1,24012,[24012]
5115,1,24013,[24013]
5116,1,24014,[24014]
5117,1,24015,[24015]
5118,1,24016,[24016]
5119,1,24017,[24017]
5120,1,24018,[24018]
5121,1,24019,[24019]
5122,1,24020,[24020]
5123,1,24021,[24021]
5124,1,24022,[24022]
5125,1,24023,[24023]
5126,1,24024,[24024]
5127,1,24025,[24025]
5128,1,24026,[24026]
5129,1,24027,[24027]
5130,1,24028,[24028]
5131,1,24029,[24029]
5132,1,24030,[24030]
5133,1,24031,[24031]
5134,1,24032,[24032]
5135,1,24033,[24033]
5136,1,24034,[24034]
5137,1,24035,[24035]
5138,1,24036,[24036]
5139,1,24037,[24037]
5140,1,24038,[24038]
5141,1,24039,[24039]
5142,1,24040,[24040]
5143,1,24041,[24041]
5144,1,24042,[24042]
5145,1,24043,[24043]
5146,1,24044,[24044]
5147,1,24045,[24045]
5148,1,24046,[24046]
5149,1,24047,[24047]
5150,1,24048,[24048]
5151,1,24049,[24049]
5152,1,24050,[24050]
5153,1,24051,[24051]
5154,1,24052,[24052]
5155,1,24053,[24053]
5156,1,24054,[24054]
5157,1,24055,[24055]
5158,1,24056,[24056]
5159,1,24057,[24057]
5160,1,24058,[24058]
5161,1,24059,[24059]
5162,1,24060,[24060]
5163,1,24061,[24061]
5164,1,24062,[24062]
5165,1,24063,[24063]
5166,1,24064,[24064]
5167,1,24065,[24065]
5168,1,24066,[24066]
5169,1,24067,[24067]
5170,1,24068,[24068]
5171,1,24069,[24069]
5172,1,24070,[24070]
5173,1,24071,[24071]
5174,1,24072,[24072]
5175,1,24073,[24073]
5176,1,24074,[24074]
5177,1,24075,[24075]
5178,1,24076,[24076]
5179,1,24077,[24077]
5180,1,24078,[24078]
5181,1,24079,[24079]
5182,1,24080,[24080]
5183,1,24081,[24081]
5184,1,24082,[24082]
5185,1,24083,[24083]
5186,1,24084,[24084]
5187,1,24085,[24085]
5188,1,24086,[24086]
5189,1,24087,[24087]
5190,1,24088,[24088]
5191,1,24089,[24089]
5192,1,24090,[24090]
5193,1,24091,[24091]
5194,1,24092,[24092]
5195,1,24093,[24093]
5196,1,24094,[24094]
5197,1,24095,[24095]
5198,1,24096,[24096]
5199,1,24097,[24097]
5200,1,24098,[24098]
5201,1,24099,[24099]
5202,1,24100,[24100]
5203,1,24101,[24101]
5204,1,24102,[24102]
5205,1,24103,[24103]
5206,1,24104,[24104]
5207,1,24105,[24105]
5208,1,24106,[24106]
5209,1,24107,[24107]
5210,1,24108,[24108]
5211,1,24109,[24109]
5212,1,24110,[24110]
5213,1,24111,[24111]
5214,1,24112,[24112]
5215,1,24113,[24113]
5216,1,24114,[24114]
5217,1,24115,[24115]
5218,1,24116,[24116]
5219,1,24117,[24117]
5220,1,24118,[24118]
5221,1,24119,[24119]
5222,1,24120,[24120]
5223,1,24121,[24121]
5224,1,24122,[24122]
5225,1,24123,[24123]
5226,1,24124,[24124]
5227,1,24125,[24125]
5228,1,24126,[24126]
5229,1,24127,[24127]
5230,1,24128,[24128]
5231,1,24129,[24129]
5232,1,24130,[24130]
5233,1,24131,[24131]
5234,1,24132,[24132]
5235,1,24133,[24133]
5236,1,24134,[24134]
5237,1,24135,[24135]
5238,1,24136,[24136]
5239,1,24137,[24137]
5240,1,24138,[24138]
5241,1,24139,[24139]
5242,1,24140,[24140]
5243,1,24141,[24141]
5244,1,24142,[24142]
5245,1,24143,[24143]
5246,1,24144,[24144]
5247,1,24145,[24145]
5248,1,24146,[24146]
5249,1,24147,[24147]
5250,1,24148,[24148]
5251,1,24149,[24149]
5252,1,24150,[24150]
5253,1,24151,[24151]
5254,1,24152,[24152]
5255,1,24153,[24153]
5256,1,24154,[24154]
5257,1,24155,[24155]
5258,1,24156,[24156]
5259,1,24157,[24157]
5260,1,24158,[24158]
5261,1,24159,[24159]
5262,1,24160,[24160]
5263,1,24161,[24161]
5264,1,24162,[24162]
5265,1,24163,[24163]
5266,1,24164,[24164]
5267,1,24165,[24165]
5268,1,24166,[24166]
5269,1,24167,[24167]
5270,1,24168,[24168]
5271,1,24169,[24169]
5272,1,24170,[24170]
5273,1,24171,[24171]
5274,1,24172,[24172]
5275,1,24173,[24173]
5276,1,24174,[24174]
5277,1,24175,[24175]
5278,1,24176,[24176]
5279,1,24177,[24177]
5280,1,24178,[24178]
5281,1,24179,[24179]
5282,1,24180,[24180]
5283,1,24181,[24181]
5284,1,24182,[24182]
5285,1,24183,[24183]
5286,1,24184,[24184]
5287,1,24185,[24185]
5288,1,24186,[24186]
5289,1,24187,[24187]
5290,1,24188,[24188]
5291,1,24189,[24189]
5292,1,24190,[24190]
5293,1,24191,[24191]
5294,1,24192,[24192]
5295,1,24193,[24193]
5296,1,24194,[24194]
5297,1,24195,[24195]
5298,1,24196,[24196]
5299,1,24197,[24197]
5300,1,24198,[24198]
5301,1,24199,[24199]
5302,1,24200,[24200]
5303,1,24201,[24201]
5304,1,24202,[24202]
5305,1,24203,[24203]
5306,1,24204,[24204]
5307,1,24205,[24205]
5308,1,24206,[24206]
5309,1,24207,[24207]
5310,1,24208,[24208]
5311,1,24209,[24209]
5312,1,24210,[24210]
5313,1,24211,[24211]
5314,1,24212,[24212]
5315,1,24213,[24213]
5316,1,24214,[24214]
5317,1,24215,[24215]
5318,1,24216,[24216]
5319,1,24217,[24217]
5320,1,24218,[24218]
5321,1,24219,[24219]
5322,1,24220,[24220]
5323,1,24221,[24221]
5324,1,24222,[24222]
5325,1,24223,[24223]
5326,1,24224,[24224]
5327,1,24225,[24225]
5328,1,24226,[24226]
5329,1,24227,[24227]
5330,1,24228,[24228]
5331,1,24229,[24229]
5332,1,24230,[24230]
5333,1,24231,[24231]
5334,1,24232,[24232]
5335,1,24233,[24233]
5336,1,24234,[24234]
5337,1,24235,[24235]
5338,1,24236,[24236]
5339,1,24237,[24237]
5340,1,24238,[24238]
5341,1,24239,[24239]
5342,1,24240,[24240]
5343,1,24241,[24241]
5344,1,24242,[24242]
5345,1,24243,[24243]
5346,1,24244,[24244]
5347,1,24245,[24245]
5348,1,24246,[24246]
5349,1,24247,[24247]
5350,1,24248,[24248]
5351,1,24249,[24249]
5352,1,24250,[24250]
5353,1,24251,[24251]
5354,1,24252,[24252]
5355,1,24253,[24253]
5356,1,24254,[24254]
5357,1,24255,[24255]
5358,1,24256,[24256]
5359,1,24257,[24257]
5360,1,24258,[24258]
5361,1,24259,[24259]
5362,1,24260,[24260]
5363,1,24261,[24261]
5364,1,24262,[24262]
5365,1,24263,[24263]
5366,1,24264,[24264]
5367,1,24265,[24265]
5368,1,24266,[24266]
5369,1,24267,[24267]
5370,1,24268,[24268]
5371,1,24269,[24269]
5372,1,24270,[24270]
5373,1,24271,[24271]
5374,1,24272,[24272]
5375,1,24273,[24273]
5376,1,24274,[24274]
5377,1,24275,[24275]
5378,1,24276,[24276]
5379,1,24277,[24277]
5380,1,24278,[24278]
5381,1,24279,[24279]
5382,1,24280,[24280]
5383,1,24281,[24281]
5384,1,24282,[24282]
5385,1,24283,[24283]
5386,1,24284,[24284]
5387,1,24285,[24285]
5388,1,24286,[24286]
5389,1,24287,[24287]
5390,1,24288,[24288]
5391,1,24289,[24289]
5392,1,24290,[24290]
5393,1,24291,[24291]
5394,1,24292,[24292]
5395,1,24293,[24293]
5396,1,24294,[24294]
5397,1,24295,[24295]
5398,1,24296,[24296]
5399,1,24297,[24297]
5400,1,24298,[24298]
5401,1,24299,[24299]
5402,1,24300,[24300]
5403,1,24301,[24301]
5404,1,24302,[24302]
5405,1,24303,[24303]
5406,1,24304,[24304]
5407,1,24305,[24305]
5408,1,24306,[24306]
5409,1,24307,[24307]
5410,1,24308,[24308]
5411,1,24309,[24309]
5412,1,24310,[24310]
5413,1,24311,[24311]
5414,1,24312,[24312]
5415,1,24313,[24313]
5416,1,24314,[24314]
5417,1,24315,[24315]
5418,1,24316,[24316]
5419,1,24317,[24317]
5420,1,24318,[24318]
5421,1,24319,[24319]
5422,1,24320,[24320]
5423,1,24321,[24321]
5424,1,24322,[24322]
5425,1,24323,[24323]
5426,1,24324,[24324]
5427,1,24325,[24325]
5428,1,24326,[24326]
5429,1,24327,[24327]
5430,1,24328,[24328]
5431,1,24329,[24329]
5432,1,24330,[24330]
5433,1,24331,[24331]
5434,1,24332,[24332]
5435,1,24333,[24333]
5436,1,24334,[24334]
5437,1,24335,[24335]
5438,1,24336,[24336]
5439,1,24337,[24337]
5440,1,24338,[24338]
5441,1,24339,[24339]
5442,1,24340,[24340]
5443,1,24341,[24341]
5444,1,24342,[24342]
5445,1,24343,[24343]
5446,1,24344,[24344]
5447,1,24345,[24345]
5448,1,24346,[24346]
5449,1,24347,[24347]
5450,1,24348,[24348]
5451,1,24349,[24349]
5452,1,24350,[24350]
5453,1,24351,[24351]
5454,1,24352,[24352]
5455,1,24353,[24353]
5456,1,24354,[24354]
5457,1,24355,[24355]
5458,1,24356,[24356]
5459,1,24357,[24357]
5460,1,24358,[24358]
5461,1,24359,[24359]
5462,1,24360,[24360]
5463,1,24361,[24361]
5464,1,24362,[24362]
5465,1,24363,[24363]
5466,1,24364,[24364]
5467,1,24365,[24365]
5468,1,24366,[24366]
5469,1,24367,[24367]
5470,1,24368,[24368]
5471,1,24369,[24369]
5472,1,24370,[24370]
5473,1,24371,[24371]
5474,1,24372,[24372]
5475,1,24373,[24373]
5476,1,24374,[24374]
5477,1,24375,[24375]
5478,1,24376,[24376]
5479,1,24377,[24377]
5480,1,24378,[24378]
5481,1,24379,[24379]
5482,1,24380,[24380]
5483,1,24381,[24381]
5484,1,24382,[24382]
5485,1,24383,[24383]
5486,1,24384,[24384]
5487,1,24385,[24385]
5488,1,24386,[24386]
5489,1,24387,[24387]
5490,1,24388,[24388]
5491,1,24389,[24389]
5492,1,24390,[24390]
5493,1,24391,[24391]
5494,1,24392,[24392]
5495,1,24393,[24393]
5496,1,24394,[24394]
5497,1,24395,[24395]
5498,1,24396,[24396]
5499,1,24397,[24397]
5500,1,24398,[24398]
5501,1,24399,[24399]
5502,1,24400,[24400]
5503,1,24401,[24401]
5504,1,24402,[24402]
5505,1,24403,[24403]
5506,1,24404,[24404]
5507,1,24405,[24405]
5508,1,24406,[24406]
5509,1,24407,[24407]
5510,1,24408,[24408]
5511,1,24409,[24409]
5512,1,24410,[24410]
5513,1,24411,[24411]
5514,1,24412,[24412]
5515,1,24413,[24413]
5516,1,24414,[24414]
5517,1,24415,[24415]
5518,1,24416,[24416]
5519,1,24417,[24417]
5520,1,24418,[24418]
5521,1,24419,[24419]
5522,1,24420,[24420]
5523,1,24421,[24421]
5524,1,24422,[24422]
5525,1,24423,[24423]
5526,1,24424,[24424]
5527,1,24425,[24425]
5528,1,24426,[24426]
5529,1,24427,[24427]
5530,1,24428,[24428]
5531,1,24429,[24429]
5532,1,24430,[24430]
5533,1,24431,[24431]
5534,1,24432,[24432]
5535,1,24433,[24433]
5536,1,24434,[24434]
5537,1,24435,[24435]
5538,1,24436,[24436]
5539,1,24437,[24437]
5540,1,24438,[24438]
5541,1,24439,[24439]
5542,1,24440,[24440]
5543,1,24441,[24441]
5544,1,24442,[24442]
5545,1,24443,[24443]
5546,1,24444,[24444]
5547,1,24445,[24445]
5548,1,24446,[24446]
5549,1,24447,[24447]
5550,1,24448,[24448]
5551,1,24449,[24449]
5552,1,24450,[24450]
5553,1,24451,[24451]
5554,1,24452,[24452]
5555,1,24453,[24453]
5556,1,24454,[24454]
5557,1,24455,[24455]
5558,1,24456,[24456]
5559,1,24457,[24457]
5560,1,24458,[24458]
5561,1,24459,[24459]
5562,1,24460,[24460]
5563,1,24461,[24461]
5564,1,24462,[24462]
5565,1,24463,[24463]
5566,1,24464,[24464]
5567,1,24465,[24465]
5568,1,24466,[24466]
5569,1,24467,[24467]
5570,1,24468,[24468]
5571,1,24469,[24469]
5572,1,24470,[24470]
5573,1,24471,[24471]
5574,1,24472,[24472]
5575,1,24473,[24473]
5576,1,24474,[24474]
5577,1,24475,[24475]
5578,1,24476,[24476]
5579,1,24477,[24477]
5580,1,24478,[24478]
5581,1,24479,[24479]
5582,1,24480,[24480]
5583,1,24481,[24481]
5584,1,24482,[24482]
5585,1,24483,[24483]
5586,1,24484,[24484]
5587,1,24485,[24485]
5588,1,24486,[24486]
5589,1,24487,[24487]
5590,1,24488,[24488]
5591,1,24489,[24489]
5592,1,24490,[24490]
5593,1,24491,[24491]
5594,1,24492,[24492]
5595,1,24493,[24493]
5596,1,24494,[24494]
5597,1,24495,[24495]
5598,1,24496,[24496]
5599,1,24497,[24497]
5600,1,24498,[24498]
5601,1,24499,[24499]
5602,1,24500,[24500]
5603,1,24501,[24501]
5604,1,24502,[24502]
5605,1,24503,[24503]
5606,1,24504,[24504]
5607,1,24505,[24505]
5608,1,24506,[24506]
5609,1,24507,[24507]
5610,1,24508,[24508]
5611,1,24509,[24509]
5612,1,24510,[24510]
5613,1,24511,[24511]
5614,1,24512,[24512]
5615,1,24513,[24513]
5616,1,24514,[24514]
5617,1,24515,[24515]
5618,1,24516,[24516]
5619,1,24517,[24517]
5620,1,24518,[24518]
5621,1,24519,[24519]
5622,1,24520,[24520]
5623,1,24521,[24521]
5624,1,24522,[24522]
5625,1,24523,[24523]
5626,1,24524,[24524]
5627,1,24525,[24525]
5628,1,24526,[24526]
5629,1,24527,[24527]
5630,1,24528,[24528]
5631,1,24529,[24529]
5632,1,24530,[24530]
5633,1,24531,[24531]
5634,1,24532,[24532]
5635,1,24533,[24533]
5636,1,24534,[24534]
5637,1,24535,[24535]
5638,1,24536,[24536]
5639,1,24537,[24537]
5640,1,24538,[24538]
5641,1,24539,[24539]
5642,1,24540,[24540]
5643,1,24541,[24541]
5644,1,24542,[24542]
5645,1,24543,[24543]
5646,1,24544,[24544]
5647,1,24545,[24545]
5648,1,24546,[24546]
5649,1,24547,[24547]
5650,1,24548,[24548]
5651,1,24549,[24549]
5652,1,24550,[24550]
5653,1,24551,[24551]
5654,1,24552,[24552]
5655,1,24553,[24553]
5656,1,24554,[24554]
5657,1,24555,[24555]
5658,1,24556,[24556]
5659,1,24557,[24557]
5660,1,24558,[24558]
5661,1,24559,[24559]
5662,1,24560,[24560]
5663,1,24561,[24561]
5664,1,24562,[24562]
5665,1,24563,[24563]
5666,1,24564,[24564]
5667,1,24565,[24565]
5668,1,24566,[24566]
5669,1,24567,[24567]
5670,1,24568,[24568]
5671,1,24569,[24569]
5672,1,24570,[24570]
5673,1,24571,[24571]
5674,1,24572,[24572]
5675,1,24573,[24573]
5676,1,24574,[24574]
5677,1,24575,[24575]
5678,1,24576,[24576]
5679,1,24577,[24577]
5680,1,24578,[24578]
5681,1,24579,[24579]
5682,1,24580,[24580]
5683,1,24581,[24581]
5684,1,24582,[24582]
5685,1,24583,[24583]
5686,1,24584,[24584]
5687,1,24585,[24585]
5688,1,24586,[24586]
5689,1,24587,[24587]
5690,1,24588,[24588]
5691,1,24589,[24589]
5692,1,24590,[24590]
5693,1,24591,[24591]
5694,1,24592,[24592]
5695,1,24593,[24593]
5696,1,24594,[24594]
5697,1,24595,[24595]
5698,1,24596,[24596]
5699,1,24597,[24597]
5700,1,24598,[24598]
5701,1,24599,[24599]
5702,1,24600,[24600]
5703,1,24601,[24601]
5704,1,24602,[24602]
5705,1,24603,[24603]
5706,1,24604,[24604]
5707,1,24605,[24605]
5708,1,24606,[24606]
5709,1,24607,[24607]
5710,1,24608,[24608]
5711,1,24609,[24609]
5712,1,24610,[24610]
5713,1,24611,[24611]
5714,1,24612,[24612]
5715,1,24613,[24613]
5716,1,24614,[24614]
5717,1,24615,[24615]
5718,1,24616,[24616]
5719,1,24617,[24617]
5720,1,24618,[24618]
5721,1,24619,[24619]
5722,1,24620,[24620]
5723,1,24621,[24621]
5724,1,24622,[24622]
5725,1,24623,[24623]
5726,1,24624,[24624]
5727,1,24625,[24625]
5728,1,24626,[24626]
5729,1,24627,[24627]
5730,1,24628,[24628]
5731,1,24629,[24629]
5732,1,24630,[24630]
5733,1,24631,[24631]
5734,1,24632,[24632]
5735,1,24633,[24633]
5736,1,24634,[24634]
5737,1,24635,[24635]
5738,1,24636,[24636]
5739,1,24637,[24637]
5740,1,24638,[24638]
5741,1,24639,[24639]
5742,1,24640,[24640]
5743,1,24641,[24641]
5744,1,24642,[24642]
5745,1,24643,[24643]
5746,1,24644,[24644]
5747,1,24645,[24645]
5748,1,24646,[24646]
5749,1,24647,[24647]
5750,1,24648,[24648]
5751,1,24649,[24649]
5752,1,24650,[24650]
5753,1,24651,[24651]
5754,1,24652,[24652]
5755,1,24653,[24653]
5756,1,24654,[24654]
5757,1,24655,[24655]
5758,1,24656,[24656]
5759,1,24657,[24657]
5760,1,24658,[24658]
5761,1,24659,[24659]
5762,1,24660,[24660]
5763,1,24661,[24661]
5764,1,24662,[24662]
5765,1,24663,[24663]
5766,1,24664,[24664]
5767,1,24665,[24665]
5768,1,24666,[24666]
5769,1,24667,[24667]
5770,1,24668,[24668]
5771,1,24669,[24669]
5772,1,24670,[24670]
5773,1,24671,[24671]
5774,1,24672,[24672]
5775,1,24673,[24673]
5776,1,24674,[24674]
5777,1,24675,[24675]
5778,1,24676,[24676]
5779,1,24677,[24677]
5780,1,24678,[24678]
5781,1,24679,[24679]
5782,1,24680,[24680]
5783,1,24681,[24681]
5784,1,24682,[24682]
5785,1,24683,[24683]
5786,1,24684,[24684]
5787,1,24685,[24685]
5788,1,24686,[24686]
5789,1,24687,[24687]
5790,1,24688,[24688]
5791,1,24689,[24689]
5792,1,24690,[24690]
5793,1,24691,[24691]
5794,1,24692,[24692]
5795,1,24693,[24693]
5796,1,24694,[24694]
5797,1,24695,[24695]
5798,1,24696,[24696]
5799,1,24697,[24697]
5800,1,24698,[24698]
5801,1,24699,[24699]
5802,1,24700,[24700]
5803,1,24701,[24701]
5804,1,24702,[24702]
5805,1,24703,[24703]
5806,1,24704,[24704]
5807,1,24705,[24705]
5808,1,24706,[24706]
5809,1,24707,[24707]
5810,1,24708,[24708]
5811,1,24709,[24709]
5812,1,24710,[24710]
5813,1,24711,[24711]
5814,1,24712,[24712]
5815,1,24713,[24713]
5816,1,24714,[24714]
5817,1,24715,[24715]
5818,1,24716,[24716]
5819,1,24717,[24717]
5820,1,24718,[24718]
5821,1,24719,[24719]
5822,1,24720,[24720]
5823,1,24721,[24721]
5824,1,24722,[24722]
5825,1,24723,[24723]
5826,1,24724,[24724]
5827,1,24725,[24725]
5828,1,24726,[24726]
5829,1,24727,[24727]
5830,1,24728,[24728]
5831,1,24729,[24729]
5832,1,24730,[24730]
5833,1,24731,[24731]
5834,1,24732,[24732]
5835,1,24733,[24733]
5836,1,24734,[24734]
5837,1,24735,[24735]
5838,1,24736,[24736]
5839,1,24737,[24737]
5840,1,24738,[24738]
5841,1,24739,[24739]
5842,1,24740,[24740]
5843,1,24741,[24741]
5844,1,24742,[24742]
5845,1,24743,[24743]
5846,1,24744,[24744]
5847,1,24745,[24745]
5848,1,24746,[24746]
5849,1,24747,[24747]
5850,1,24748,[24748]
5851,1,24749,[24749]
5852,1,24750,[24750]
5853,1,24751,[24751]
5854,1,24752,[24752]
5855,1,24753,[24753]
5856,1,24754,[24754]
5857,1,24755,[24755]
5858,1,24756,[24756]
5859,1,24757,[24757]
5860,1,24758,[24758]
5861,1,24759,[24759]
5862,1,24760,[24760]
5863,1,24761,[24761]
5864,1,24762,[24762]
5865,1,24763,[24763]
5866,1,24764,[24764]
5867,1,24765,[24765]
5868,1,24766,[24766]
5869,1,24767,[24767]
5870,1,24768,[24768]
5871,1,24769,[24769]
5872,1,24770,[24770]
5873,1,24771,[24771]
5874,1,24772,[24772]
5875,1,24773,[24773]
5876,1,24774,[24774]
5877,1,24775,[24775]
5878,1,24776,[24776]
5879,1,24777,[24777]
5880,1,24778,[24778]
5881,1,24779,[24779]
5882,1,24780,[24780]
5883,1,24781,[24781]
5884,1,24782,[24782]
5885,1,24783,[24783]
5886,1,24784,[24784]
5887,1,24785,[24785]
5888,1,24786,[24786]
5889,1,24787,[24787]
5890,1,24788,[24788]
5891,1,24789,[24789]
5892,1,24790,[24790]
5893,1,24791,[24791]
5894,1,24792,[24792]
5895,1,24793,[24793]
5896,1,24794,[24794]
5897,1,24795,[24795]
5898,1,24796,[24796]
5899,1,24797,[24797]
5900,1,24798,[24798]
5901,1,24799,[24799]
5902,1,24800,[24800]
5903,1,24801,[24801]
5904,1,24802,[24802]
5905,1,24803,[24803]
5906,1,24804,[24804]
5907,1,24805,[24805]
5908,1,24806,[24806]
5909,1,24807,[24807]
5910,1,24808,[24808]
5911,1,24809,[24809]
5912,1,24810,[24810]
5913,1,24811,[24811]
5914,1,24812,[24812]
5915,1,24813,[24813]
5916,1,24814,[24814]
5917,1,24815,[24815]
5918,1,24816,[24816]
5919,1,24817,[24817]
5920,1,24818,[24818]
5921,1,24819,[24819]
5922,1,24820,[24820]
5923,1,24821,[24821]
5924,1,24822,[24822]
5925,1,24823,[24823]
5926,1,24824,[24824]
5927,1,24825,[24825]
5928,1,24826,[24826]
5929,1,24827,[24827]
5930,1,24828,[24828]
5931,1,24829,[24829]
5932,1,24830,[24830]
5933,1,24831,[24831]
5934,1,24832,[24832]
5935,1,24833,[24833]
5936,1,24834,[24834]
5937,1,24835,[24835]
5938,1,24836,[24836]
5939,1,24837,[24837]
5940,1,24838,[24838]
5941,1,24839,[24839]
5942,1,24840,[24840]
5943,1,24841,[24841]
5944,1,24842,[24842]
5945,1,24843,[24843]
5946,1,24844,[24844]
5947,1,24845,[24845]
5948,1,24846,[24846]
5949,1,24847,[24847]
5950,1,24848,[24848]
5951,1,24849,[24849]
5952,1,24850,[24850]
5953,1,24851,[24851]
5954,1,24852,[24852]
5955,1,24853,[24853]
5956,1,24854,[24854]
5957,1,24855,[24855]
5958,1,24856,[24856]
5959,1,24857,[24857]
5960,1,24858,[24858]
5961,1,24859,[24859]
5962,1,24860,[24860]
5963,1,24861,[24861]
5964,1,24862,[24862]
5965,1,24863,[24863]
5966,1,24864,[24864]
5967,1,24865,[24865]
5968,1,24866,[24866]
5969,1,24867,[24867]
5970,1,24868,[24868]
5971,1,24869,[24869]
5972,1,24870,[24870]
5973,1,24871,[24871]
5974,1,24872,[24872]
5975,1,24873,[24873]
5976,1,24874,[24874]
5977,1,24875,[24875]
5978,1,24876,[24876]
5979,1,24877,[24877]
5980,1,24878,[24878]
5981,1,24879,[24879]
5982,1,24880,[24880]
5983,1,24881,[24881]
5984,1,24882,[24882]
5985,1,24883,[24883]
5986,1,24884,[24884]
5987,1,24885,[24885]
5988,1,24886,[24886]
5989,1,24887,[24887]
5990,1,24888,[24888]
5991,1,24889,[24889]
5992,1,24890,[24890]
5993,1,24891,[24891]
5994,1,24892,[24892]
5995,1,24893,[24893]
5996,1,24894,[24894]
5997,1,24895,[24895]
5998,1,24896,[24896]
5999,1,24897,[24897]
6000,1,24898,[24898]
6001,1,24899,[24899]
6002,1,24900,[24900]
6003,1,24901,[24901]
6004,1,24902,[24902]
6005,1,24903,[24903]
6006,1,24904,[24904]
6007,1,24905,[24905]
6008,1,24906,[24906]
6009,1,24907,[24907]
6010,1,24908,[24908]
6011,1,24909,[24909]
6012,1,24910,[24910]
6013,1,24911,[24911]
6014,1,24912,[24912]
6015,1,24913,[24913]
6016,1,24914,[24914]
6017,1,24915,[24915]
6018,1,24916,[24916]
6019,1,24917,[24917]
6020,1,24918,[24918]
6021,1,24919,[24919]
6022,1,24920,[24920]
6023,1,24921,[24921]
6024,1,24922,[24922]
6025,1,24923,[24923]
6026,1,24924,[24924]
6027,1,24925,[24925]
6028,1,24926,[24926]
6029,1,24927,[24927]
6030,1,24928,[24928]
6031,1,24929,[24929]
