seq,el_1,el_2,el_3
2312,1,21210,[21210]
2313,1,21211,[21211]
2314,1,21212,[21212]
2315,1,21213,[21213]
2316,1,21214,[21214]
2317,1,21215,[21215]
2318,1,21216,[21216]
2319,1,21217,[21217]
2320,1,21218,[21218]
2321,1,21219,[21219]
2322,1,21220,[21220]
2323,1,21221,[21221]
2324,1,21222,[21222]
2325,1,21223,[21223]
2326,1,21224,[21224]
2327,1,21225,[21225]
2328,1,21226,[21226]
2329,1,21227,[21227]
2330,1,21228,[21228]
2331,1,21229,[21229]
2332,1,21230,[21230]
2333,1,21231,[21231]
2334,1,21232,[21232]
2335,1,21233,[21233]
2336,1,21234,[21234]
2337,1,21235,[21235]
2338,1,21236,[21236]
2339,1,21237,[21237]
2340,1,21238,[21238]
2341,1,21239,[21239]
2342,1,21240,[21240]
2343,1,21241,[21241]
2344,1,21242,[21242]
2345,1,21243,[21243]
2346,1,21244,[21244]
2347,1,21245,[21245]
2348,1,21246,[21246]
2349,1,21247,[21247]
2350,1,21248,[21248]
2351,1,21249,[21249]
2352,1,21250,[21250]
2353,1,21251,[21251]
2354,1,21252,[21252]
2355,1,21253,[21253]
2356,1,21254,[21254]
2357,1,21255,[21255]
2358,1,21256,[21256]
2359,1,21257,[21257]
2360,1,21258,[21258]
2361,1,21259,[21259]
2362,1,21260,[21260]
2363,1,21261,[21261]
2364,1,21262,[21262]
2365,1,21263,[21263]
2366,1,21264,[21264]
2367,1,21265,[21265]
2368,1,21266,[21266]
2369,1,21267,[21267]
2370,1,21268,[21268]
2371,1,21269,[21269]
2372,1,21270,[21270]
2373,1,21271,[21271]
2374,1,21272,[21272]
2375,1,21273,[21273]
2376,1,21274,[21274]
2377,1,21275,[21275]
2378,1,21276,[21276]
2379,1,21277,[21277]
2380,1,21278,[21278]
2381,1,21279,[21279]
2382,1,21280,[21280]
2383,1,21281,[21281]
2384,1,21282,[21282]
2385,1,21283,[21283]
2386,1,21284,[21284]
2387,1,21285,[21285]
2388,1,21286,[21286]
2389,1,21287,[21287]
2390,1,21288,[21288]
2391,1,21289,[21289]
2392,1,21290,[21290]
2393,1,21291,[21291]
2394,1,21292,[21292]
2395,1,21293,[21293]
2396,1,21294,[21294]
2397,1,21295,[21295]
2398,1,21296,[21296]
2399,1,21297,[21297]
2400,1,21298,[21298]
2401,1,21299,[21299]
2402,1,21300,[21300]
2403,1,21301,[21301]
2404,1,21302,[21302]
2405,1,21303,[21303]
2406,1,21304,[21304]
2407,1,21305,[21305]
2408,1,21306,[21306]
2409,1,21307,[21307]
2410,1,21308,[21308]
2411,1,21309,[21309]
2412,1,21310,[21310]
2413,1,21311,[21311]
2414,1,21312,[21312]
2415,1,21313,[21313]
2416,1,21314,[21314]
2417,1,21315,[21315]
2418,1,21316,[21316]
2419,1,21317,[21317]
2420,1,21318,[21318]
2421,1,21319,[21319]
2422,1,21320,[21320]
2423,1,21321,[21321]
2424,1,21322,[21322]
2425,1,21323,[21323]
2426,1,21324,[21324]
2427,1,21325,[21325]
2428,1,21326,[21326]
2429,1,21327,[21327]
2430,1,21328,[21328]
2431,1,21329,[21329]
2432,1,21330,[21330]
2433,1,21331,[21331]
2434,1,21332,[21332]
2435,1,21333,[21333]
2436,1,21334,[21334]
2437,1,21335,[21335]
2438,1,21336,[21336]
2439,1,21337,[21337]
2440,1,21338,[21338]
2441,1,21339,[21339]
2442,1,21340,[21340]
2443,1,21341,[21341]
2444,1,21342,[21342]
2445,1,21343,[21343]
2446,1,21344,[21344]
2447,1,21345,[21345]
2448,1,21346,[21346]
2449,1,21347,[21347]
2450,1,21348,[21348]
2451,1,21349,[21349]
2452,1,21350,[21350]
2453,1,21351,[21351]
2454,1,21352,[21352]
2455,1,21353,[21353]
2456,1,21354,[21354]
2457,1,21355,[21355]
2458,1,21356,[21356]
2459,1,21357,[21357]
2460,1,21358,[21358]
2461,1,21359,[21359]
2462,1,21360,[21360]
2463,1,21361,[21361]
2464,1,21362,[21362]
2465,1,21363,[21363]
2466,1,21364,[21364]
2467,1,21365,[21365]
2468,1,21366,[21366]
2469,1,21367,[21367]
2470,1,21368,[21368]
2471,1,21369,[21369]
2472,1,21370,[21370]
2473,1,21371,[21371]
2474,1,21372,[21372]
2475,1,21373,[21373]
2476,1,21374,[21374]
2477,1,21375,[21375]
2478,1,21376,[21376]
2479,1,21377,[21377]
2480,1,21378,[21378]
2481,1,21379,[21379]
2482,1,21380,[21380]
2483,1,21381,[21381]
2484,1,21382,[21382]
2485,1,21383,[21383]
2486,1,21384,[21384]
2487,1,21385,[21385]
2488,1,21386,[21386]
2489,1,21387,[21387]
2490,1,21388,[21388]
2491,1,21389,[21389]
2492,1,21390,[21390]
2493,1,21391,[21391]
2494,1,21392,[21392]
2495,1,21393,[21393]
2496,1,21394,[21394]
2497,1,21395,[21395]
2498,1,21396,[21396]
2499,1,21397,[21397]
2500,1,21398,[21398]
2501,1,21399,[21399]
2502,1,21400,[21400]
2503,1,21401,[21401]
2504,1,21402,[21402]
2505,1,21403,[21403]
2506,1,21404,[21404]
2507,1,21405,[21405]
2508,1,21406,[21406]
2509,1,21407,[21407]
2510,1,21408,[21408]
2511,1,21409,[21409]
2512,1,21410,[21410]
2513,1,21411,[21411]
2514,1,21412,[21412]
2515,1,21413,[21413]
2516,1,21414,[21414]
2517,1,21415,[21415]
2518,1,21416,[21416]
2519,1,21417,[21417]
2520,1,21418,[21418]
2521,1,21419,[21419]
2522,1,21420,[21420]
2523,1,21421,[21421]
2524,1,21422,[21422]
2525,1,21423,[21423]
2526,1,21424,[21424]
2527,1,21425,[21425]
2528,1,21426,[21426]
2529,1,21427,[21427]
2530,1,21428,[21428]
2531,1,21429,[21429]
2532,1,21430,[21430]
2533,1,21431,[21431]
2534,1,21432,[21432]
2535,1,21433,[21433]
2536,1,21434,[21434]
2537,1,21435,[21435]
2538,1,21436,[21436]
2539,1,21437,[21437]
2540,1,21438,[21438]
2541,1,21439,[21439]
2542,1,21440,[21440]
2543,1,21441,[21441]
2544,1,21442,[21442]
2545,1,21443,[21443]
2546,1,21444,[21444]
2547,1,21445,[21445]
2548,1,21446,[21446]
2549,1,21447,[21447]
2550,1,21448,[21448]
2551,1,21449,[21449]
2552,1,21450,[21450]
2553,1,21451,[21451]
2554,1,21452,[21452]
2555,1,21453,[21453]
2556,1,21454,[21454]
2557,1,21455,[21455]
2558,1,21456,[21456]
2559,1,21457,[21457]
2560,1,21458,[21458]
2561,1,21459,[21459]
2562,1,21460,[21460]
2563,1,21461,[21461]
2564,1,21462,[21462]
2565,1,21463,[21463]
2566,1,21464,[21464]
2567,1,21465,[21465]
2568,1,21466,[21466]
2569,1,21467,[21467]
2570,1,21468,[21468]
2571,1,21469,[21469]
2572,1,21470,[21470]
2573,1,21471,[21471]
2574,1,21472,[21472]
2575,1,21473,[21473]
2576,1,21474,[21474]
2577,1,21475,[21475]
2578,1,21476,[21476]
2579,1,21477,[21477]
2580,1,21478,[21478]
2581,1,21479,[21479]
2582,1,21480,[21480]
2583,1,21481,[21481]
2584,1,21482,[21482]
2585,1,21483,[21483]
2586,1,21484,[21484]
2587,1,21485,[21485]
2588,1,21486,[21486]
2589,1,21487,[21487]
2590,1,21488,[21488]
2591,1,21489,[21489]
2592,1,21490,[21490]
2593,1,21491,[21491]
2594,1,21492,[21492]
2595,1,21493,[21493]
2596,1,21494,[21494]
2597,1,21495,[21495]
2598,1,21496,[21496]
2599,1,21497,[21497]
2600,1,21498,[21498]
2601,1,21499,[21499]
2602,1,21500,[21500]
2603,1,21501,[21501]
2604,1,21502,[21502]
2605,1,21503,[21503]
2606,1,21504,[21504]
2607,1,21505,[21505]
2608,1,21506,[21506]
2609,1,21507,[21507]
2610,1,21508,[21508]
2611,1,21509,[21509]
2612,1,21510,[21510]
2613,1,21511,[21511]
2614,1,21512,[21512]
2615,1,21513,[21513]
2616,1,21514,[21514]
2617,1,21515,[21515]
2618,1,21516,[21516]
2619,1,21517,[21517]
2620,1,21518,[21518]
2621,1,21519,[21519]
2622,1,21520,[21520]
2623,1,21521,[21521]
2624,1,21522,[21522]
2625,1,21523,[21523]
2626,1,21524,[21524]
2627,1,21525,[21525]
2628,1,21526,[21526]
2629,1,21527,[21527]
2630,1,21528,[21528]
2631,1,21529,[21529]
2632,1,21530,[21530]
2633,1,21531,[21531]
2634,1,21532,[21532]
2635,1,21533,[21533]
2636,1,21534,[21534]
2637,1,21535,[21535]
2638,1,21536,[21536]
2639,1,21537,[21537]
2640,1,21538,[21538]
2641,1,21539,[21539]
2642,1,21540,[21540]
2643,1,21541,[21541]
2644,1,21542,[21542]
2645,1,21543,[21543]
2646,1,21544,[21544]
2647,1,21545,[21545]
2648,1,21546,[21546]
2649,1,21547,[21547]
2650,1,21548,[21548]
2651,1,21549,[21549]
2652,1,21550,[21550]
2653,1,21551,[21551]
2654,1,21552,[21552]
2655,1,21553,[21553]
2656,1,21554,[21554]
2657,1,21555,[21555]
2658,1,21556,[21556]
2659,1,21557,[21557]
2660,1,21558,[21558]
2661,1,21559,[21559]
2662,1,21560,[21560]
2663,1,21561,[21561]
2664,1,21562,[21562]
2665,1,21563,[21563]
2666,1,21564,[21564]
2667,1,21565,[21565]
2668,1,21566,[21566]
2669,1,21567,[21567]
2670,1,21568,[21568]
2671,1,21569,[21569]
2672,1,21570,[21570]
2673,1,21571,[21571]
2674,1,21572,[21572]
2675,1,21573,[21573]
2676,1,21574,[21574]
2677,1,21575,[21575]
2678,1,21576,[21576]
2679,1,21577,[21577]
2680,1,21578,[21578]
2681,1,21579,[21579]
2682,1,21580,[21580]
2683,1,21581,[21581]
2684,1,21582,[21582]
2685,1,21583,[21583]
2686,1,21584,[21584]
2687,1,21585,[21585]
2688,1,21586,[21586]
2689,1,21587,[21587]
2690,1,21588,[21588]
2691,1,21589,[21589]
2692,1,21590,[21590]
2693,1,21591,[21591]
2694,1,21592,[21592]
2695,1,21593,[21593]
2696,1,21594,[21594]
2697,1,21595,[21595]
2698,1,21596,[21596]
2699,1,21597,[21597]
2700,1,21598,[21598]
2701,1,21599,[21599]
2702,1,21600,[21600]
2703,1,21601,[21601]
2704,1,21602,[21602]
2705,1,21603,[21603]
2706,1,21604,[21604]
2707,1,21605,[21605]
2708,1,21606,[21606]
2709,1,21607,[21607]
2710,1,21608,[21608]
2711,1,21609,[21609]
2712,1,21610,[21610]
2713,1,21611,[21611]
2714,1,21612,[21612]
2715,1,21613,[21613]
2716,1,21614,[21614]
2717,1,21615,[21615]
2718,1,21616,[21616]
2719,1,21617,[21617]
2720,1,21618,[21618]
2721,1,21619,[21619]
2722,1,21620,[21620]
2723,1,21621,[21621]
2724,1,21622,[21622]
2725,1,21623,[21623]
2726,1,21624,[21624]
2727,1,21625,[21625]
2728,1,21626,[21626]
2729,1,21627,[21627]
2730,1,21628,[21628]
2731,1,21629,[21629]
2732,1,21630,[21630]
2733,1,21631,[21631]
2734,1,21632,[21632]
2735,1,21633,[21633]
2736,1,21634,[21634]
2737,1,21635,[21635]
2738,1,21636,[21636]
2739,1,21637,[21637]
2740,1,21638,[21638]
2741,1,21639,[21639]
2742,1,21640,[21640]
2743,1,21641,[21641]
2744,1,21642,[21642]
2745,1,21643,[21643]
2746,1,21644,[21644]
2747,1,21645,[21645]
2748,1,21646,[21646]
2749,1,21647,[21647]
2750,1,21648,[21648]
2751,1,21649,[21649]
2752,1,21650,[21650]
2753,1,21651,[21651]
2754,1,21652,[21652]
2755,1,21653,[21653]
2756,1,21654,[21654]
2757,1,21655,[21655]
2758,1,21656,[21656]
2759,1,21657,[21657]
2760,1,21658,[21658]
2761,1,21659,[21659]
2762,1,21660,[21660]
2763,1,21661,[21661]
2764,1,21662,[21662]
2765,1,21663,[21663]
2766,1,21664,[21664]
2767,1,21665,[21665]
2768,1,21666,[21666]
2769,1,21667,[21667]
2770,1,21668,[21668]
2771,1,21669,[21669]
2772,1,21670,[21670]
2773,1,21671,[21671]
2774,1,21672,[21672]
2775,1,21673,[21673]
2776,1,21674,[21674]
2777,1,21675,[21675]
2778,1,21676,[21676]
2779,1,21677,[21677]
2780,1,21678,[21678]
2781,1,21679,[21679]
2782,1,21680,[21680]
2783,1,21681,[21681]
2784,1,21682,[21682]
2785,1,21683,[21683]
2786,1,21684,[21684]
2787,1,21685,[21685]
2788,1,21686,[21686]
2789,1,21687,[21687]
2790,1,21688,[21688]
2791,1,21689,[21689]
2792,1,21690,[21690]
2793,1,21691,[21691]
2794,1,21692,[21692]
2795,1,21693,[21693]
2796,1,21694,[21694]
2797,1,21695,[21695]
2798,1,21696,[21696]
2799,1,21697,[21697]
2800,1,21698,[21698]
2801,1,21699,[21699]
2802,1,21700,[21700]
2803,1,21701,[21701]
2804,1,21702,[21702]
2805,1,21703,[21703]
2806,1,21704,[21704]
2807,1,21705,[21705]
2808,1,21706,[21706]
2809,1,21707,[21707]
2810,1,21708,[21708]
2811,1,21709,[21709]
2812,1,21710,[21710]
2813,1,21711,[21711]
2814,1,21712,[21712]
2815,1,21713,[21713]
2816,1,21714,[21714]
2817,1,21715,[21715]
2818,1,21716,[21716]
2819,1,21717,[21717]
2820,1,21718,[21718]
2821,1,21719,[21719]
2822,1,21720,[21720]
2823,1,21721,[21721]
2824,1,21722,[21722]
2825,1,21723,[21723]
2826,1,21724,[21724]
2827,1,21725,[21725]
2828,1,21726,[21726]
2829,1,21727,[21727]
2830,1,21728,[21728]
2831,1,21729,[21729]
2832,1,21730,[21730]
2833,1,21731,[21731]
2834,1,21732,[21732]
2835,1,21733,[21733]
2836,1,21734,[21734]
2837,1,21735,[21735]
2838,1,21736,[21736]
2839,1,21737,[21737]
2840,1,21738,[21738]
2841,1,21739,[21739]
2842,1,21740,[21740]
2843,1,21741,[21741]
2844,1,21742,[21742]
2845,1,21743,[21743]
2846,1,21744,[21744]
2847,1,21745,[21745]
2848,1,21746,[21746]
2849,1,21747,[21747]
2850,1,21748,[21748]
2851,1,21749,[21749]
2852,1,21750,[21750]
2853,1,21751,[21751]
2854,1,21752,[21752]
2855,1,21753,[21753]
2856,1,21754,[21754]
2857,1,21755,[21755]
2858,1,21756,[21756]
2859,1,21757,[21757]
2860,1,21758,[21758]
2861,1,21759,[21759]
2862,1,21760,[21760]
2863,1,21761,[21761]
2864,1,21762,[21762]
2865,1,21763,[21763]
2866,1,21764,[21764]
2867,1,21765,[21765]
2868,1,21766,[21766]
2869,1,21767,[21767]
2870,1,21768,[21768]
2871,1,21769,[21769]
2872,1,21770,[21770]
2873,1,21771,[21771]
2874,1,21772,[21772]
2875,1,21773,[21773]
2876,1,21774,[21774]
2877,1,21775,[21775]
2878,1,21776,[21776]
2879,1,21777,[21777]
2880,1,21778,[21778]
2881,1,21779,[21779]
2882,1,21780,[21780]
2883,1,21781,[21781]
2884,1,21782,[21782]
2885,1,21783,[21783]
2886,1,21784,[21784]
2887,1,21785,[21785]
2888,1,21786,[21786]
2889,1,21787,[21787]
2890,1,21788,[21788]
2891,1,21789,[21789]
2892,1,21790,[21790]
2893,1,21791,[21791]
2894,1,21792,[21792]
2895,1,21793,[21793]
2896,1,21794,[21794]
2897,1,21795,[21795]
2898,1,21796,[21796]
2899,1,21797,[21797]
2900,1,21798,[21798]
2901,1,21799,[21799]
2902,1,21800,[21800]
2903,1,21801,[21801]
2904,1,21802,[21802]
2905,1,21803,[21803]
2906,1,21804,[21804]
2907,1,21805,[21805]
2908,1,21806,[21806]
2909,1,21807,[21807]
2910,1,21808,[21808]
2911,1,21809,[21809]
2912,1,21810,[21810]
2913,1,21811,[21811]
2914,1,21812,[21812]
2915,1,21813,[21813]
2916,1,21814,[21814]
2917,1,21815,[21815]
2918,1,21816,[21816]
2919,1,21817,[21817]
2920,1,21818,[21818]
2921,1,21819,[21819]
2922,1,21820,[21820]
2923,1,21821,[21821]
2924,1,21822,[21822]
2925,1,21823,[21823]
2926,1,21824,[21824]
2927,1,21825,[21825]
2928,1,21826,[21826]
2929,1,21827,[21827]
2930,1,21828,[21828]
2931,1,21829,[21829]
2932,1,21830,[21830]
2933,1,21831,[21831]
2934,1,21832,[21832]
2935,1,21833,[21833]
2936,1,21834,[21834]
2937,1,21835,[21835]
2938,1,21836,[21836]
2939,1,21837,[21837]
2940,1,21838,[21838]
2941,1,21839,[21839]
2942,1,21840,[21840]
2943,1,21841,[21841]
2944,1,21842,[21842]
2945,1,21843,[21843]
2946,1,21844,[21844]
2947,1,21845,[21845]
2948,1,21846,[21846]
2949,1,21847,[21847]
2950,1,21848,[21848]
2951,1,21849,[21849]
2952,1,21850,[21850]
2953,1,21851,[21851]
2954,1,21852,[21852]
2955,1,21853,[21853]
2956,1,21854,[21854]
2957,1,21855,[21855]
2958,1,21856,[21856]
2959,1,21857,[21857]
2960,1,21858,[21858]
2961,1,21859,[21859]
2962,1,21860,[21860]
2963,1,21861,[21861]
2964,1,21862,[21862]
2965,1,21863,[21863]
2966,1,21864,[21864]
2967,1,21865,[21865]
2968,1,21866,[21866]
2969,1,21867,[21867]
2970,1,21868,[21868]
2971,1,21869,[21869]
2972,1,21870,[21870]
2973,1,21871,[21871]
2974,1,21872,[21872]
2975,1,21873,[21873]
2976,1,21874,[21874]
2977,1,21875,[21875]
2978,1,21876,[21876]
2979,1,21877,[21877]
2980,1,21878,[21878]
2981,1,21879,[21879]
2982,1,21880,[21880]
2983,1,21881,[21881]
2984,1,21882,[21882]
2985,1,21883,[21883]
2986,1,21884,[21884]
2987,1,21885,[21885]
2988,1,21886,[21886]
2989,1,21887,[21887]
2990,1,21888,[21888]
2991,1,21889,[21889]
2992,1,21890,[21890]
2993,1,21891,[21891]
2994,1,21892,[21892]
2995,1,21893,[21893]
2996,1,21894,[21894]
2997,1,21895,[21895]
2998,1,21896,[21896]
2999,1,21897,[21897]
3000,1,21898,[21898]
3001,1,21899,[21899]
3002,1,21900,[21900]
3003,1,21901,[21901]
3004,1,21902,[21902]
3005,1,21903,[21903]
3006,1,21904,[21904]
3007,1,21905,[21905]
3008,1,21906,[21906]
3009,1,21907,[21907]
3010,1,21908,[21908]
3011,1,21909,[21909]
3012,1,21910,[21910]
3013,1,21911,[21911]
3014,1,21912,[21912]
3015,1,21913,[21913]
3016,1,21914,[21914]
3017,1,21915,[21915]
3018,1,21916,[21916]
3019,1,21917,[21917]
3020,1,21918,[21918]
3021,1,21919,[21919]
3022,1,21920,[21920]
3023,1,21921,[21921]
3024,1,21922,[21922]
3025,1,21923,[21923]
3026,1,21924,[21924]
3027,1,21925,[21925]
3028,1,21926,[21926]
3029,1,21927,[21927]
3030,1,21928,[21928]
3031,1,21929,[21929]
3032,1,21930,[21930]
3033,1,21931,[21931]
3034,1,21932,[21932]
3035,1,21933,[21933]
3036,1,21934,[21934]
3037,1,21935,[21935]
3038,1,21936,[21936]
3039,1,21937,[21937]
3040,1,21938,[21938]
3041,1,21939,[21939]
3042,1,21940,[21940]
3043,1,21941,[21941]
3044,1,21942,[21942]
3045,1,21943,[21943]
3046,1,21944,[21944]
3047,1,21945,[21945]
3048,1,21946,[21946]
3049,1,21947,[21947]
3050,1,21948,[21948]
3051,1,21949,[21949]
3052,1,21950,[21950]
3053,1,21951,[21951]
3054,1,21952,[21952]
3055,1,21953,[21953]
3056,1,21954,[21954]
3057,1,21955,[21955]
3058,1,21956,[21956]
3059,1,21957,[21957]
3060,1,21958,[21958]
3061,1,21959,[21959]
3062,1,21960,[21960]
3063,1,21961,[21961]
3064,1,21962,[21962]
3065,1,21963,[21963]
3066,1,21964,[21964]
3067,1,21965,[21965]
3068,1,21966,[21966]
3069,1,21967,[21967]
3070,1,21968,[21968]
3071,1,21969,[21969]
3072,1,21970,[21970]
3073,1,21971,[21971]
3074,1,21972,[21972]
3075,1,21973,[21973]
3076,1,21974,[21974]
3077,1,21975,[21975]
3078,1,21976,[21976]
3079,1,21977,[21977]
3080,1,21978,[21978]
3081,1,21979,[21979]
3082,1,21980,[21980]
3083,1,21981,[21981]
3084,1,21982,[21982]
3085,1,21983,[21983]
3086,1,21984,[21984]
3087,1,21985,[21985]
3088,1,21986,[21986]
3089,1,21987,[21987]
3090,1,21988,[21988]
3091,1,21989,[21989]
3092,1,21990,[21990]
3093,1,21991,[21991]
3094,1,21992,[21992]
3095,1,21993,[21993]
3096,1,21994,[21994]
3097,1,21995,[21995]
3098,1,21996,[21996]
3099,1,21997,[21997]
3100,1,21998,[21998]
3101,1,21999,[21999]
3102,1,22000,[22000]
3103,1,22001,[22001]
3104,1,22002,[22002]
3105,1,22003,[22003]
3106,1,22004,[22004]
3107,1,22005,[22005]
3108,1,22006,[22006]
3109,1,22007,[22007]
3110,1,22008,[22008]
3111,1,22009,[22009]
3112,1,22010,[22010]
3113,1,22011,[22011]
3114,1,22012,[22012]
3115,1,22013,[22013]
3116,1,22014,[22014]
3117,1,22015,[22015]
3118,1,22016,[22016]
3119,1,22017,[22017]
3120,1,22018,[22018]
3121,1,22019,[22019]
3122,1,22020,[22020]
3123,1,22021,[22021]
3124,1,22022,[22022]
3125,1,22023,[22023]
3126,1,22024,[22024]
3127,1,22025,[22025]
3128,1,22026,[22026]
3129,1,22027,[22027]
3130,1,22028,[22028]
3131,1,22029,[22029]
3132,1,22030,[22030]
3133,1,22031,[22031]
3134,1,22032,[22032]
3135,1,22033,[22033]
3136,1,22034,[22034]
3137,1,22035,[22035]
3138,1,22036,[22036]
3139,1,22037,[22037]
3140,1,22038,[22038]
3141,1,22039,[22039]
3142,1,22040,[22040]
3143,1,22041,[22041]
3144,1,22042,[22042]
3145,1,22043,[22043]
3146,1,22044,[22044]
3147,1,22045,[22045]
3148,1,22046,[22046]
3149,1,22047,[22047]
3150,1,22048,[22048]
3151,1,22049,[22049]
3152,1,22050,[22050]
3153,1,22051,[22051]
3154,1,22052,[22052]
3155,1,22053,[22053]
3156,1,22054,[22054]
3157,1,22055,[22055]
3158,1,22056,[22056]
3159,1,22057,[22057]
3160,1,22058,[22058]
3161,1,22059,[22059]
3162,1,22060,[22060]
3163,1,22061,[22061]
3164,1,22062,[22062]
3165,1,22063,[22063]
3166,1,22064,[22064]
3167,1,22065,[22065]
3168,1,22066,[22066]
3169,1,22067,[22067]
3170,1,22068,[22068]
3171,1,22069,[22069]
3172,1,22070,[22070]
3173,1,22071,[22071]
3174,1,22072,[22072]
3175,1,22073,[22073]
3176,1,22074,[22074]
3177,1,22075,[22075]
3178,1,22076,[22076]
3179,1,22077,[22077]
3180,1,22078,[22078]
3181,1,22079,[22079]
3182,1,22080,[22080]
3183,1,22081,[22081]
3184,1,22082,[22082]
3185,1,22083,[22083]
3186,1,22084,[22084]
3187,1,22085,[22085]
3188,1,22086,[22086]
3189,1,22087,[22087]
3190,1,22088,[22088]
3191,1,22089,[22089]
3192,1,22090,[22090]
3193,1,22091,[22091]
3194,1,22092,[22092]
3195,1,22093,[22093]
3196,1,22094,[22094]
3197,1,22095,[22095]
3198,1,22096,[22096]
3199,1,22097,[22097]
3200,1,22098,[22098]
3201,1,22099,[22099]
3202,1,22100,[22100]
3203,1,22101,[22101]
3204,1,22102,[22102]
3205,1,22103,[22103]
3206,1,22104,[22104]
3207,1,22105,[22105]
3208,1,22106,[22106]
3209,1,22107,[22107]
3210,1,22108,[22108]
3211,1,22109,[22109]
3212,1,22110,[22110]
3213,1,22111,[22111]
3214,1,22112,[22112]
3215,1,22113,[22113]
3216,1,22114,[22114]
3217,1,22115,[22115]
3218,1,22116,[22116]
3219,1,22117,[22117]
3220,1,22118,[22118]
3221,1,22119,[22119]
3222,1,22120,[22120]
3223,1,22121,[22121]
3224,1,22122,[22122]
3225,1,22123,[22123]
3226,1,22124,[22124]
3227,1,22125,[22125]
3228,1,22126,[22126]
3229,1,22127,[22127]
3230,1,22128,[22128]
3231,1,22129,[22129]
3232,1,22130,[22130]
3233,1,22131,[22131]
3234,1,22132,[22132]
3235,1,22133,[22133]
3236,1,22134,[22134]
3237,1,22135,[22135]
3238,1,22136,[22136]
3239,1,22137,[22137]
3240,1,22138,[22138]
3241,1,22139,[22139]
3242,1,22140,[22140]
3243,1,22141,[22141]
3244,1,22142,[22142]
3245,1,22143,[22143]
3246,1,22144,[22144]
3247,1,22145,[22145]
3248,1,22146,[22146]
3249,1,22147,[22147]
3250,1,22148,[22148]
3251,1,22149,[22149]
3252,1,22150,[22150]
3253,1,22151,[22151]
3254,1,22152,[22152]
3255,1,22153,[22153]
3256,1,22154,[22154]
3257,1,22155,[22155]
3258,1,22156,[22156]
3259,1,22157,[22157]
3260,1,22158,[22158]
3261,1,22159,[22159]
3262,1,22160,[22160]
3263,1,22161,[22161]
3264,1,22162,[22162]
3265,1,22163,[22163]
3266,1,22164,[22164]
3267,1,22165,[22165]
3268,1,22166,[22166]
3269,1,22167,[22167]
3270,1,22168,[22168]
3271,1,22169,[22169]
3272,1,22170,[22170]
3273,1,22171,[22171]
3274,1,22172,[22172]
3275,1,22173,[22173]
3276,1,22174,[22174]
3277,1,22175,[22175]
3278,1,22176,[22176]
3279,1,22177,[22177]
3280,1,22178,[22178]
3281,1,22179,[22179]
3282,1,22180,[22180]
3283,1,22181,[22181]
3284,1,22182,[22182]
3285,1,22183,[22183]
3286,1,22184,[22184]
3287,1,22185,[22185]
3288,1,22186,[22186]
3289,1,22187,[22187]
3290,1,22188,[22188]
3291,1,22189,[22189]
3292,1,22190,[22190]
3293,1,22191,[22191]
3294,1,22192,[22192]
3295,1,22193,[22193]
3296,1,22194,[22194]
3297,1,22195,[22195]
3298,1,22196,[22196]
3299,1,22197,[22197]
3300,1,22198,[22198]
3301,1,22199,[22199]
3302,1,22200,[22200]
3303,1,22201,[22201]
3304,1,22202,[22202]
3305,1,22203,[22203]
3306,1,22204,[22204]
3307,1,22205,[22205]
3308,1,22206,[22206]
3309,1,22207,[22207]
3310,1,22208,[22208]
3311,1,22209,[22209]
3312,1,22210,[22210]
3313,1,22211,[22211]
3314,1,22212,[22212]
3315,1,22213,[22213]
3316,1,22214,[22214]
3317,1,22215,[22215]
3318,1,22216,[22216]
3319,1,22217,[22217]
3320,1,22218,[22218]
3321,1,22219,[22219]
3322,1,22220,[22220]
3323,1,22221,[22221]
3324,1,22222,[22222]
3325,1,22223,[22223]
3326,1,22224,[22224]
3327,1,22225,[22225]
3328,1,22226,[22226]
3329,1,22227,[22227]
3330,1,22228,[22228]
3331,1,22229,[22229]
3332,1,22230,[22230]
3333,1,22231,[22231]
3334,1,22232,[22232]
3335,1,22233,[22233]
3336,1,22234,[22234]
3337,1,22235,[22235]
3338,1,22236,[22236]
3339,1,22237,[22237]
3340,1,22238,[22238]
3341,1,22239,[22239]
3342,1,22240,[22240]
3343,1,22241,[22241]
3344,1,22242,[22242]
3345,1,22243,[22243]
3346,1,22244,[22244]
3347,1,22245,[22245]
3348,1,22246,[22246]
3349,1,22247,[22247]
3350,1,22248,[22248]
3351,1,22249,[22249]
3352,1,22250,[22250]
3353,1,22251,[22251]
3354,1,22252,[22252]
3355,1,22253,[22253]
3356,1,22254,[22254]
3357,1,22255,[22255]
3358,1,22256,[22256]
3359,1,22257,[22257]
3360,1,22258,[22258]
3361,1,22259,[22259]
3362,1,22260,[22260]
3363,1,22261,[22261]
3364,1,22262,[22262]
3365,1,22263,[22263]
3366,1,22264,[22264]
3367,1,22265,[22265]
3368,1,22266,[22266]
3369,1,22267,[22267]
3370,1,22268,[22268]
3371,1,22269,[22269]
3372,1,22270,[22270]
3373,1,22271,[22271]
3374,1,22272,[22272]
3375,1,22273,[22273]
3376,1,22274,[22274]
3377,1,22275,[22275]
3378,1,22276,[22276]
3379,1,22277,[22277]
3380,1,22278,[22278]
3381,1,22279,[22279]
3382,1,22280,[22280]
3383,1,22281,[22281]
3384,1,22282,[22282]
3385,1,22283,[22283]
3386,1,22284,[22284]
